Name,Contact,Specialization
"Walchand Infotech,  Pune",Website: www.walchandinfotech.comEmail: rshanke@walchndinfotech.com,"e-Commerce using Java & Microsoft Technologies,Web-enabled Banking application, Turnkey Projects"
"Weal Infotech Ltd., Hyderabad",Website: www.wealinfotech.com Email: services@wealinfotech.com,"Web-enabled solutions, VOIP call Centres, Wireless Networking solutions, Portals"
"Web Development CompanyPvt Ltd, Calcutta",Website: www.dvlp.comEmail: sharma@dvlp.com,"Web Designing & Development, IT Training, End toEnd E-Commerce Solutions, Portal Development"
"Web Spiders (I) Pvt Ltd, Calcutta",Website: www.webspiders.com Email: kavita@webspiders.com,"E-application development, web software development, E-commerce solutions, strategicconsultancy"
"Webresource Pvt Ltd, Mumbai",Website: www.webresourceindia.com Email: ajay@webresourceindia.com,"E-Commerce, Web Designing, Business to Business Commerce, Web bosting"
"West Bengal ElectronicsIndustry Development Corporation Ltd.,  Calcutta",Website: www.webel-india.comEmail: webel@giascl01.vsnl.net.in,"Data Base Management Applications, Real TimeSoftware for Embedded Systems"
"Wilco International Systems Pvt. Ltd., Hyderabad",Website: www.wilco-int.com Email: bbalaji@wilco-int.com,"Software Development for Wilco Products, Software Development for Wilco Clients, I.T.Enabled Services, Business Consultancy"
"Wipro Technologies,Bangalore",Website: www.wipro.comEmail: azim.premji@wipro.com,"E-Commerce & Euro, Telecom & Datacom, ERP &Data Warehousing, Managed IT Support Services"
"Xansa (India) Ltd, Noida",Website: www.xansa.com Email: saurabh@iis.stpn.soft.net,"Turnkey, Fixed price Software Solutions, OnSite Consulting, Offshore Software development, Euro, Year 2000 Solutions and Services, Software Product marketing and Support, IT Education and Training,BPO & Management of IT Enabled Services"
"Xcelvision Technologies Limited, Mumbai",Website: www.xcelvision.comEmail: ramesh.aroskar@xcelvision.com,"End-to-End Service Provider, Offer Domain Solutions, Offshore Software Services, Broadband Technology Solutions,Client-Server Technology Solutions, E- commerce Solutions, Software Verification andValidation Services"
"Xerox Modicorp Limited, Gurgaon",Website: www.xerox.com,"Business Process Re-engineering, SAP Implementation, Year 2000 Solutions, Workflow Management, Web based applications, PrintingSystems Software"
"XL Softech Systems Limited,Hyderabad",Website: www.xlsoftech.comEmail: xlsoft@hdl.vsnl.net.in,"Product Development, Software Maintenance"
"XLN'ce Software (Div. Of BLA Industries Ltd.), Mumbai",Website: www.xlnce.com Email: info@xlnce.com,"Application Software Development, Web Application Development, E-Commerce"
"Xoriant Solutions Pvt Ltd, Mumbai",Website: www.xoriant.comEmail: santosh.bhandarkar@xoriant.com,"E-Business Framework & application development,Enterprise application integration, Knowledge management"
"Yojana Systems Pvt. Ltd., Pune",Website: www.yojana.com Email: yspl@vsnl.com,"Image enabled cash management systems, Checkimage archieve systems, Internet based Image delivery systems, Funds Transfer Systems"
"Zen Technologies Ltd, Secunderabad",Website: www.zentechindia.com Email: ashok@zentechindia.com,"Simulation software, System software development, Communication software, Micro processor based software"
"Zenith Computers Ltd., Mumbai",Website: www.zenith-india.com Email: raj-saraf@zenith-india.com,Finance & Banking
"Zenith Infotech Ltd., Mumbai",Website: www.zenithinfotech.com Email: akash@zenithinfotech.com,"Banking Software Solutions, Internet Middleware, Application Integration Solutions, Full ServiceProviders (Web Applications)"
"Zenith Software Limited,Bangalore",Website: www.zenithsoft.comEmail: sampath@zenithsoft.com,"E-business, Maintenance, Re-engineering &development"
"Zensar TechnologiesLimited,  Pune",Website: www.zensar.comEmail: ganeshn@zensar.com,"Holistic software solutions, E- commerce/ Internet,ERP, Offshore Development Centres"
